uid
18937162
287795639
37029661
693447092
1070859358
286187082
8969156
27899754
946974
497525820
19226160
3493258445458120
163637592
12145493
151155077
1192648858
457464156
489640651
137543719
486989780
371846699
232472043
297991412
17138783
251013709
25480023
3816626
365842307
102999485
351085345
598612262
138780964
3743849
347441270
1814756990
3766866
179382157
38061207
39180492
178690106
382666849
957060
364510642
8618005
367877
204980022
3530725
25876945
1959209
8372353
17474339
74529609
43584648
314076440
14871346
291054838
404987905
31700507
1985127693
133901828
673779175
516314798
12300996
276928941
584821784
395845182
111174060
25910292
13407784
31880257
33114953
17125638
471303350
454679275
19319172
431073645
686127
652137183
178047796
326251695
29219103
32598708
2068622664
7458285
4401694
453972
598464467
578227337
479927880
4548018
19428259
5626102
12590
331507846
40433405
12434430
485703766
417583826
352735241
475961
941799
6314588
35359510
346098914
25592156
483311105
329519036
429643625
359423988
389712930
67991584
1385037217
154058118
65764710
1437101448
470231396
50444181
9841658
9321359
302417610
11336264
471278344
477782158
29959830
95205743
395188578
99748932
12890453
30819051
348640514
37408712
481429887
37974444
1429723107
21131684
330246090
504453319
5128788
8784855
351899011
20695818
338748561
1243455344
281120100
37390043
1867191
383814461
4162287
8482768
415434293
4835329
698926571
482213447
3493288665417911
1809567655
1556651916
269115278
481595175
263028401
1528427197
3493108557809994
1191790767
3493133646040009
316627722
53737196
1045042271
439215872
3546564563831207
86588581
102584256
265589608
9448580
37950062
3546592976046554
489763089
1903016091
1070859358
435061656
1732848825
1029508158
476967268
100785033
17004561
1112568165
3493078847458264
3493291869866324
520819684
546189
374377163
43219807
703186600
289706107
434185303
16869601
275930985
430426421
547072854
3537123319744983
584762039
1467016374
503521442
517986781
7690817
630874464
508959410
355327690
1440981102
510362725
212345699
395855967
313308112
16385920
504934876
435931665
398582016
702909260
4477242
477328270
489640651
1987411833
531131239
1257954297
289189019
414350632
521181081
596847138
1433934891
350905839
13680050
2033162885
503302
1640095931
326427334
87190721
306979414
346563107
492526525
24490535
178736501
46394862
504018708
439478093
809048
2990100
10715156
9947411
525770004
3546610334173705
641217
25126508
23791195
28346875
490505561
432597324
1607984338
2233213
1265948124
98666360
272344192
605727461
1439941526
290014343
1937308559
230983435
1276787
1814756990
1346921
1195284234
26798384
264869770
743226
2142394537
1408106571
1035929235
408907896
559186307
1117551831
519872016
67299944
243566998
80900494
627744686
3461575868418125
520269628
1027479420
357515451
252028114
86883701
7481602
436700803
1124024523
607249381
3494368033901532
13743667
404194769
387087511
346749212
1458767615
297786973
3546612324371022
1150791631
486582665
26108626
3221649
298753342
1047377798
254463269
451296298
486633990
350691899
415500574
415280699
473837611
297670584
253537481
490494088
7788379
475443398
522262428
349670393
1849924953
49827106
3493116671690868
38598226
433587902
17780825
593251783
314521322
1271916102
14583962
651039864
30947486
278761367
314021327
1120073146
486287787
1488338933
23947287
584630077
1649919642
11646119
28626598
507249893
609140156
596866446
1778190624
576495645
532741557
266765166
397490386
495419424
239688446
12820125
451320374
41454783
61086273
23008074
11280389
18706318
14781644
570064
402576555
7920565
22355489
62986950
357669580
1859189432
35195926
53166650
3537104715909319
22170787
497178825
90183256
236602327
673779175
36235151
388262063
680677803
383587023
1010101551
570028305
500971120
369287008
1118188465
662609045
1177893348
1195497797
495979610
334990508
434376696
22179951
78504036
385805493
432075519
443344782
3546592409815064
401800534
417014129
3493092682369229
19319172
66607740
511148568
457027794
11021614
698057488
8736958
173986740
1410424517
413417470
50092850
514924891
1072669549
534964283
673886002
3493281113573620
1370833924
1140672573
478030
355272906
99336697
13897629
1904174
488738478
391774002
495792263
32951946
1231108399
49246269
21969231
688379639
1908067732
11498155
679237565
1636194007
302299393
456404164
483052036
103388721
10698584
613408351
439465191
600428973
451196839
302197524
3493264082602434
477547674
2052851329
479409514
84120411
1263990139
